DATAFLOW,LAST UPDATE,freq,indic_bt,cpa2_1,s_adj,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:STS_COBP_Q(1.0),18/05/23 11:00:00,Q,PSQM,CPA_F41001,SCA,I15,SE,2019-Q3,116.4,
ESTAT:STS_COBP_Q(1.0),18/05/23 11:00:00,Q,PSQM,CPA_F41001,SCA,I15,SE,2019-Q4,81.1,
ESTAT:STS_COBP_Q(1.0),18/05/23 11:00:00,Q,PSQM,CPA_F41001,SCA,I15,SE,2020-Q1,112.3,
ESTAT:STS_COBP_Q(1.0),18/05/23 11:00:00,Q,PSQM,CPA_F41001,SCA,I15,SE,2020-Q2,105.8,
ESTAT:STS_COBP_Q(1.0),18/05/23 11:00:00,Q,PSQM,CPA_F41001,SCA,I15,SE,2020-Q3,117.8,
ESTAT:STS_COBP_Q(1.0),18/05/23 11:00:00,Q,PSQM,CPA_F41001,SCA,I15,SE,2020-Q4,114.0,
ESTAT:STS_COBP_Q(1.0),18/05/23 11:00:00,Q,PSQM,CPA_F41001,SCA,I15,SE,2021-Q1,132.4,
ESTAT:STS_COBP_Q(1.0),18/05/23 11:00:00,Q,PSQM,CPA_F41001,SCA,I15,SE,2021-Q2,133.7,
ESTAT:STS_COBP_Q(1.0),18/05/23 11:00:00,Q,PSQM,CPA_F41001,SCA,I15,SE,2021-Q3,134.2,
ESTAT:STS_COBP_Q(1.0),18/05/23 11:00:00,Q,PSQM,CPA_F41001,SCA,I15,SE,2021-Q4,143.3,
ESTAT:STS_COBP_Q(1.0),18/05/23 11:00:00,Q,PSQM,CPA_F41001,SCA,I15,SE,2022-Q1,128.3,
ESTAT:STS_COBP_Q(1.0),18/05/23 11:00:00,Q,PSQM,CPA_F41001,SCA,I15,SE,2022-Q2,118.1,
ESTAT:STS_COBP_Q(1.0),18/05/23 11:00:00,Q,PSQM,CPA_F41001,SCA,I15,SE,2022-Q3,102.3,
ESTAT:STS_COBP_Q(1.0),18/05/23 11:00:00,Q,PSQM,CPA_F41001,SCA,I15,SE,2022-Q4,76.5,
