"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"RUS","EMPINDUS","CONSTR","THND_PER","A","2014",5418.768,
"RUS","EMPINDUS","CONSTR","THND_PER","A","2015",5475.28,
"RUS","EMPINDUS","CONSTR","THND_PER","A","2016",5201.201,
"RUS","EMPINDUS","CONSTR","THND_PER","A","2017",5263.305,
"RUS","EMPINDUS","CONSTR","THND_PER","A","2018",5129.192,
"RUS","EMPINDUS","CONSTR","THND_PER","A","2019",4965.894,
"RUS","EMPINDUS","CONSTR","THND_PER","A","2020",4715.06,
"RUS","EMPINDUS","CONSTR","THND_PER","A","2021",4906.587,
"CRI","EMPINDUS","CONSTR","THND_PER","A","2012",124.3035,
"CRI","EMPINDUS","CONSTR","THND_PER","A","2013",111.7555,
"CRI","EMPINDUS","CONSTR","THND_PER","A","2014",135.9097,
"CRI","EMPINDUS","CONSTR","THND_PER","A","2015",137.0392,
"CRI","EMPINDUS","CONSTR","THND_PER","A","2016",127.983,
"CRI","EMPINDUS","CONSTR","THND_PER","A","2017",133.4655,
"CRI","EMPINDUS","CONSTR","THND_PER","A","2018",146.5352,
"CRI","EMPINDUS","CONSTR","THND_PER","A","2019",149.5847,
"CRI","EMPINDUS","CONSTR","THND_PER","A","2020",127.186,
"CRI","EMPINDUS","CONSTR","THND_PER","A","2021",128.829,
"CRI","EMPINDUS","CONSTR","THND_PER","A","2022",140.4693,
